Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level
ELEC,P2P - Bearspaw (Stoney Nakoda),100 Nakoda Way,,Kananaskis,AB,T0L 1N0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,51.098717,-115.016371,2023-03-06,145232,2023-03-06 23:47:44 UTC,,,,2019-09-14,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Capilano Library,9915 67 Street NW,,Edmonton,AB,T6A 3C2,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.5399805,-113.4324149,2023-03-06,145402,2023-03-06 23:47:44 UTC,,,,2019-09-20,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Cardston,555 Main Street,,Cardston,AB,T0K 0K0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.194852,-113.30194,2023-03-06,145617,2023-03-06 23:47:44 UTC,,,,2019-09-27,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Fort MacLeod,245 24 St,,Fort MacLeod,AB,T0L 0Z0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.725995,-113.40833,2023-03-06,145618,2023-03-06 23:47:44 UTC,,,,2019-09-27,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Pincher Creek,750 Kettle St,,Pincher Creek,AB,T0K 1W0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.484694,-113.947633,2023-03-06,146619,2023-03-06 23:47:44 UTC,,,,2019-10-04,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Nanton,2114 19th Street,,Nanton,AB,T0L 1R0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.349071,-113.773778,2023-03-06,147132,2023-03-06 23:47:44 UTC,,,,2019-10-22,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Longview,100 Morrison Rd,,Longview,AB,T0L 1H0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.534824,-114.23139,2023-03-06,147368,2023-03-06 23:47:44 UTC,,,,2019-10-29,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,OXFORD PROP CENTENNIALPLACE,520 3rd Ave SW,,Calgary,AB,T2P 3T3,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.050572,-114.072554,2023-03-06,147408,2023-03-06 23:20:14 UTC,,,,2019-10-31,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTMAN VILLAGE MAHOGANY PATH,Mahogany Path SE,,Calgary,AB,T3M 0T2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.896748,-113.93319,2023-03-06,147437,2023-03-06 23:20:03 UTC,,,,2019-11-01,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Claresholm,5100 1 St West,,Claresholm,AB,T0L 0T0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.026847,-113.582112,2023-03-06,147483,2023-03-06 23:47:44 UTC,,,,2019-11-02,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Vulcan,115 Centre St E,,Vulcan,AB,T0L 2B0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.405923,-113.257722,2023-03-06,147484,2023-03-06 23:47:44 UTC,,,,2019-11-02,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Encor by EPCOR - City of Edmonton - Kinsmen Sports Centre,9100 Walterdale Hill NW,,Edmonton,AB,T6E 2V3,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.526111,-113.504194,2023-03-06,149836,2023-03-06 23:47:44 UTC,,,,2019-12-10,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Waterton,106 Waterton Ave,,Waterton,AB,T0K 2M0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.052421,-113.907019,2023-03-06,149900,2023-03-06 23:47:44 UTC,,,,2019-12-11,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Medicine Hat Mall,3292 Dunmore Rd SE,,Medicine Hat,AB,T1B 2R4,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.003725,-110.645615,2023-03-06,149948,2023-03-06 23:47:44 UTC,,,,2019-12-12,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Calgary SW West Hills,180 Stewart Green SW,,Calgary,AB,T3H 3C8,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,51.015625,-114.166888,2023-03-06,150480,2023-03-06 23:47:44 UTC,,,,2019-12-21,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Half Hitch Brewing Company - Tesla Destination,"10 Griffin Industrial Point, Unit #1",,Cochrane,AB,T4C 0A2,,403-605-0420  877-798-3752,E,,Public,,,,,,,2,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.183707,-114.453523,2022-10-06,150518,2023-01-18 15:15:20 UTC,P,,,2016-04-13,,,,,J1772 TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,CPA McDougall Parkade - Lot 28 - Tesla Destination,322 9 Ave SE,,Calgary,AB,T2G 5A6,,403-537-7000  877-798-3752,E,,Public,,,,,,,21,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.048985,-114.077491,2022-10-06,150627,2023-01-18 15:15:20 UTC,P,,,2019-04-26,,,,,J1772 TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,CPA City Hall Parkade - Lot 36 - Tesla Destination,322 9 Ave SE,,Calgary,AB,T2G 5A6,,403-537-7000  877-798-3752,E,,Public,,,,,,,9,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.044567,-114.0569,2022-10-06,150628,2023-01-18 15:15:20 UTC,P,,,2019-04-26,,,,,J1772 TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,CPA Convention Centre Parkade - Lot 60 - Tesla Destination,727 1 St SE,,Calgary,AB,T2G 0K7,,403-537-7000  877-798-3752,E,,Public,,,,,,,12,,,Tesla Destination,https://www.tesla.com/destination-charging,200-8,51.04609,-114.060669,2022-10-06,150629,2023-01-18 15:15:20 UTC,P,,,2019-04-26,,,,,J1772 TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Blackstone Mountain Lodge - Tesla Destination,170 Kananaskis Wy,,Canmore,AB,t1w0a8,,403-609-8098  877-798-3752,E,,Public,,,,,,,3,,,Tesla Destination,https://www.tesla.com/destination-charging,200-9,51.084581,-115.340644,2022-10-06,150655,2023-01-18 15:15:20 UTC,P,,,2019-06-27,,,,,TESLA,CA,,,,Public,,public,,,,,,,,,,Free,Gratuit,,,,,,,,,,,,,
ELEC,Petro-Canada EV Fast Charger,2900 Box Springs Blvd NW,,Medicine Hat,AB,T1C 0C8,,800-668-0220  403-528-8976,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,50.071713,-110.754258,2021-06-07,150753,2022-06-03 20:40:05 UTC,P,,,2019-07-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,
ELEC,Petro-Canada EV Fast Charger,1731 Mountain Ave,,Canmore,AB,T1W 2V2,,800-668-0220  403-678-5644,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,51.1036455,-115.363011,2021-06-07,150754,2022-06-03 20:40:05 UTC,P,,,2019-07-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,
ELEC,Petro-Canada EV Fast Charger,42148 Highway 1,,Calgary,AB,T3Z 2P2,,800-668-0220  403-932-2998,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,51.0874032,-114.4744614,2021-06-07,150755,2022-06-03 20:40:05 UTC,P,,,2019-07-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,
ELEC,Petro-Canada EV Fast Charger,100 - 261200 Crossiron Blvd,,Rocky View,AB,T4A 0J6,,800-668-0220  403-730-5129,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,51.209722,-113.9892579,2021-06-07,150757,2022-06-03 20:40:05 UTC,P,,,2019-07-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,
ELEC,P2P - Milk River,205 Railway St,,Milk River,AB,T0K 1M0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.145122,-112.083065,2023-03-06,152898,2023-03-06 23:47:44 UTC,,,,2020-01-23,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Blairmore,10505 20 Ave,,Blairmore,AB,T0K 0E0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.620173,-114.462411,2023-03-06,152900,2023-03-06 23:47:44 UTC,,,,2020-01-23,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Taber,4712 50 St.,,Taber,AB,T1G 2B6,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,49.782708,-112.149859,2023-03-06,153068,2023-03-06 23:47:44 UTC,,,,2020-01-25,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Crowsnest Pass - 77th Street,1812 77TH Street,,Crowsnest Pass,AB,T0K 0M0,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,49.63509,-114.503369,2023-03-06,153317,2023-03-06 23:47:44 UTC,,,,2020-02-05,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Ranch Market - Tesla Supercharger,100 Ranch Market,,Strathmore,AB,T1P 0A8,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,51.038196,-113.378637,2022-10-03,153409,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,179 Leva Ave - Tesla Supercharger,179 Leva Avenue,,Red Deer County,AB,T4E 1B9,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,https://www.tesla.com/supercharger,GPS,52.216416,-113.815797,2022-10-03,153427,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,Southlands Crossing - Tesla Supercharger,1921 Strachan Road,,Medicine Hat,AB,T1B 0G4,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,49.997058,-110.647425,2022-10-03,153428,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,Subway - Tesla Supercharger,601 12 Street,,Bassano,AB,T0J 0B0,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,6,,Tesla,https://www.tesla.com/supercharger,GPS,50.791326,-112.450721,2022-10-03,153450,2022-12-01 17:40:26 UTC,P,,,2020-01-31,,,,,TESLA,CA,,Accessible 24 heures par jour; à l'usage des modèles Tesla seulement,,Public,,public,,,,,,,,,,$0.44 per minute above 60 kW and $0.22 per minute at or below 60 kW,$0.44 par minute au-dessus de 60 kW et $0.22 par minute à 60 kW ou moins,,,,,,,,,,,,,
ELEC,OXFORD PROP BVS,255 5 Ave SW,,Calgary,AB,T2P 3G6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.048155,-114.06727,2023-03-06,153836,2023-03-06 23:16:52 UTC,,,,2020-02-20,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Jasper Library,500 Robson drive,,Jasper,AB,T0E 1E0,,888-356-8911,E,,Public,24 hours daily,,,,,,1,,,FLO,https://flo.ca/,GPS,52.877338,-118.08373700000001,2023-03-06,153948,2023-03-06 23:47:44 UTC,,,,2020-02-26,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CoE - 108 Street - 99 Ave (Legislature),108 Street - 99 Ave,,Edmonton,AB,T5J 2V6,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.537205,-113.50769,2023-03-06,154191,2023-03-06 23:47:44 UTC,,,,2020-02-29,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WESTMAN VILLAGE WV PARKADE 2,121 Mahogany Centre SE,,Calgary,AB,T3M 2V6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.896581,-113.935103,2023-03-06,154486,2023-03-06 23:19:24 UTC,,,,2020-03-14,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CoE - 12420 106th Ave (Westmount South),12420 106th Ave,,Edmonton,AB,T5N 0Z5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.549344,-113.537353,2023-03-06,154524,2023-03-06 23:47:44 UTC,,,,2020-03-17,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,MINI CALGARY EV1,161 Glendeer Cir SE,,Calgary,AB,T2H 2V4,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.988269,-114.033982,2023-03-06,154535,2023-03-06 23:13:33 UTC,,,,2020-03-18,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CoE - 12316-104th Ave (Oliver),12316 104th Ave,,Edmonton,AB,T5N 3Y5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.546147,-113.535008,2023-03-06,154537,2023-03-06 23:47:44 UTC,,,,2020-03-18,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CoE - 12418-108th Ave (Westmount North),12418 108th Ave,,Edmonton,AB,T5M 0L5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.552529,-113.536829,2023-03-06,154713,2023-03-06 23:47:44 UTC,,,,2020-03-25,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Petro-Canada EV Fast Charger,100 Siksika Business Plaza,,Siksika,AB,T0J 3W0,,403-734-3927  800-668-0220,E,,Public,24 hours daily,,,,,,1,1,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,50.85265073275159,-113.0192192158691,2021-06-07,155372,2022-06-03 20:40:05 UTC,P,,,2020-03-01,,,,,CHADEMO J1772 J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,L2: Free; DC Fast: $0.33 per minute,L2: Gratuit; DC Fast: $0.33 par minute,,,,,,,,,false,,,,
ELEC,CoE - 8322-105th Street (Strathcona),8322 105th Street,,Edmonton,AB,T6E 2H5,,888-356-8911,E,,Public,24 hours daily,,,,,,2,,,FLO,https://flo.ca/,GPS,53.519364,-113.5005,2023-03-06,155439,2023-03-06 23:47:44 UTC,,,,2020-04-19,,,,,J1772,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Brooks,1240 Cassils Place E,,Brooks,AB,T1R 1C3,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.572356,-111.869608,2023-03-06,156651,2023-03-06 23:47:44 UTC,,,,2020-05-23,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Canadian Tire Corp,109-900 Pine Rd,,Strathmore,AB,T1P 0A2,,877-505-2674,E,,Public,24 hours daily,,,,,,,1,,Non-Networked,,GPS,51.03609,-113.38955,2022-12-12,156697,2022-12-12 16:21:44 UTC,P,,,2021-09-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,RETAIL,,,,,,,Free,Gratuit,,,,,,,,,false,,,,
ELEC,Federated Co-operatives Ltd (FCL),#3-32580 Range Rd 11 Olds,,Olds,AB,T4H 1P6,,403-556-7359,E,,Public,24 hours daily,,,,,,,2,,Non-Networked,,GPS,51.7936843,-114.0389237,2022-12-12,157825,2022-12-12 16:21:44 UTC,P,,,2021-09-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,,,,,,,,,,,false,,,,
ELEC,LETHBRIDGE MITS LEVEL 2,3401 4 Ave S,,Lethbridge,AB,T1J 4B5,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,49.695569,-112.789436,2023-03-06,162850,2023-03-06 23:13:05 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STATION 1 EVSE 1,150-190 Glendeer Cir SE,,Calgary,AB,T2H 2V4,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.988705,-114.032432,2023-03-06,162858,2023-03-06 23:12:56 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NORDENVW STATION1,14703 137 Ave NW,,Edmonton,AB,T5L 2L5,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,53.598776,-113.575466,2023-03-06,162889,2023-03-06 23:12:39 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NORQUEST STATION 1,10215 108 St NW,,Edmonton,AB,T5J 1L6,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,53.543564,-113.506256,2023-03-06,162931,2023-03-06 23:12:02 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,DRIVE THRU CPE100STATION 1,11527 29 St SE,,Calgary,AB,T2Z 0N4,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,50.949534,-113.997695,2023-03-06,162953,2023-03-06 23:11:52 UTC,,,,2020-06-12,,,,,J1772COMBO,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EV DUAL CHARING STATION 3,707 5 St SW,,Calgary,AB,T2P 0Y3,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.046435,-114.074211,2023-03-06,163098,2023-03-06 23:09:27 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,STADIUM CARPARK STAD002,116 Street 89 Ave NW,,Edmonton,AB,T6G 2W3,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,53.5256,-113.529242,2023-03-06,163126,2023-03-06 23:08:30 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BROOKFIELD PL STATION 1,225 6th Ave SW,,Calgary,AB,T2P 1N2,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,51.047186,-114.065689,2023-03-06,163141,2023-03-06 23:07:39 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EDMONTON BMW CT4000,7450 Roper Rd NW,,Edmonton,AB,T6B 3L9,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,53.49365,-113.441029,2023-03-06,163147,2023-03-06 23:07:05 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,SOUTHGATE1 SOUTHGATE,4813-4835 111 St NW,,Edmonton,AB,T6H,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,53.485106,-113.514992,2023-03-06,163220,2023-03-06 23:03:15 UTC,,,,2020-06-12,,,,,J1772,CA,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Petro-Canada EV Fast Charger,"200, 64273 Highway 7 E",,Aldersyde,AB,T0L 1T0,,800-668-0220,E,,Public,24 hours daily,,,,,,,2,,PETROCAN,https://www.petro-canada.ca/en/personal/fuel/canadas-electric-highway/,GPS,50.69578560354633,-113.8861778439026,2021-06-07,163505,2022-06-03 20:40:05 UTC,P,,,2020-06-01,,,,,CHADEMO J1772COMBO,CA,,24 heures par jour,,Public,,public,,,GAS_STATION,,,,,,,$0.33 per minute,$0.33 par minute,,,,,,,,,false,,,,
ELEC,Medicine Hat College - Cultural Centre,Cultural Centre - 299 College Drive SE,,Medicine Hat,AB,T1A 3Y6,,888-356-8911,E,,Public,24 hours daily,,,,,,,1,,FLO,https://flo.ca/,GPS,50.014339,-110.684147,2023-03-06,164059,2023-03-06 23:47:44 UTC,,,,2020-07-08,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,EQUS (Innisfail),5120 40 Avenue,,Innisfail,AB,T4G 1Z1,,888-356-8911,E,,Public,24 hours daily,,,,,,,1,,FLO,https://flo.ca/,GPS,52.030276,-113.928805,2023-03-06,164513,2023-03-06 23:47:44 UTC,,,,2020-07-24,,,,,CHADEMO J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Calgary NW Trinity Hills,735 NA’A DR SW,,Calgary,AB,T3H 4X3,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,51.078147,-114.195699,2023-03-06,165075,2023-03-06 23:47:44 UTC,,,,2020-08-07,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Calgary Cross Iron Mills,261055 Cross Iron Blvd,,Rocky View County,AB,T4A 0G3,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,51.203525,-113.990167,2023-03-06,168083,2023-03-06 23:47:44 UTC,,,,2020-10-31,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,P2P - Calgary DeerFoot Meadows,33 Heritage Meadows Way SE,,Calgary,AB,T2H 3B8,,888-356-8911,E,,Public,24 hours daily,,,,,,1,1,,FLO,https://flo.ca/,GPS,50.980762,-114.039673,2023-03-06,168272,2023-03-06 23:47:44 UTC,,,,2020-11-11,,,,,CHADEMO J1772 J1772COMBO,CA,,Accessible 24 heures par jour,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,
