Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source,Restricted Access,RD Blends,RD Blends (French),RD Blended with Biodiesel,RD Maximum Biodiesel Level,NPS Unit Name
ELEC,SWEC_ SWC HOLDAY LV2,2011 Formosa Rd,,Troy,IL,62294,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,38.734423,-89.914231,2023-04-02,202295,2023-04-02 00:22:20 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,COLLIERS STATION 2,1000 Remington Blvd,,Bolingbrook,IL,60440,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.679133,-88.105375,2023-04-02,202317,2023-04-02 00:29:56 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,COLLIERS STATION 1,1000 Remington Blvd,,Bolingbrook,IL,60440,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.679165,-88.105493,2023-04-02,202319,2023-04-02 00:29:59 UTC,,,,2021-12-10,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,CUSTOMERPARKING CUSTOMER PARKIN,1600 Frontage Rd,,Northbrook,IL,60062,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.122642,-87.782731,2023-04-02,202406,2023-04-02 00:27:15 UTC,,,,2021-12-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,209 ELMHURST ADDISON AVE,135 N Addison Ave,,Elmhurst,IL,60126,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.901407,-87.940986,2023-04-02,202661,2023-04-02 00:11:13 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,NAPLENTON KIA CPF50 1,727 W Grand Ave,,Elmhurst,IL,60126,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.924339,-87.963795,2023-04-02,202672,2023-04-02 00:27:32 UTC,,,,2021-12-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Mason,180 North Ada Street,,Chicago,IL,60607,,800-663-5633,E,,Public,,,,,,,3,,,SemaCharge Network,https://semaconnect.com/,GPS,41.884979,-87.661118,2023-04-02,202705,2023-04-02 00:02:06 UTC,,,,2019-04-09,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,
ELEC,SULLIVAN-PARKHI 4K,401 W Marketview Dr,,Champaign,IL,61822,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,40.136887,-88.24885,2023-04-02,202722,2023-04-02 00:28:52 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"EVANSTON, IL LOT 4",2122 Central St,,Evanston,IL,60201,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.06418,-87.70315,2023-04-02,202735,2023-04-02 00:30:14 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"EVANSTON, IL LOT 32",815 Hinman Ave,,Evanston,IL,60202,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.032833,-87.67711,2023-04-02,202740,2023-04-02 00:30:19 UTC,,,,2021-12-17,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 217WASHINGTON 1,217 W Washington St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883001,-87.634264,2023-04-02,202789,2023-04-02 00:30:06 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK ONTARIO-CLAIR 1,614 N St Clair St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.893159,-87.623033,2023-04-02,202790,2023-04-02 00:30:06 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK ADAMWABASH 1,17 E Adams St,,Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.879243,-87.626855,2023-04-02,202791,2023-04-02 00:30:06 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK ADAMWABASH 2,17 E Adams St,,Chicago,IL,60603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.879251,-87.626887,2023-04-02,202792,2023-04-02 00:30:06 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 341 S WELLS 2,308 S Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877536,-87.63426,2023-04-02,202793,2023-04-02 00:30:12 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 314 S WELLS 1,314 S Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.877528,-87.634217,2023-04-02,202794,2023-04-02 00:30:12 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 200 N CLARK 2,200 N Clark St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885939,-87.631256,2023-04-02,202795,2023-04-02 00:30:12 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK LAKE N WELLS 1,177 N Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885387,-87.63364,2023-04-02,202796,2023-04-02 00:30:12 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 181N DEARBORN 1,181 N Dearborn St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885269,-87.629082,2023-04-02,202797,2023-04-02 00:30:13 UTC,,,,2021-12-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,LIBERTY VW DC WALLBOX 2,920 South Milwaukee Avenue,,Libertyville,IL,60048,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.271411,-87.948817,2023-04-02,202866,2023-04-02 00:30:27 UTC,,,,2021-12-21,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK ONTARIO-CLAIR2,177 N Wells St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885402,-87.633583,2023-04-02,202908,2023-04-02 00:30:12 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,WARNER LOT STATION 1,1500 West Kennedy Road Warner Lot,,Lake Forest,IL,60045,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.250444,-87.891535,2023-04-02,202915,2023-04-02 00:30:27 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 217WASHINGTON 3,219 W Washington St,,Chicago,IL,60606,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.883001,-87.634317,2023-04-02,202952,2023-04-02 00:30:06 UTC,,,,2021-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 200 N CLARK 1,200 N Clark St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885939,-87.631224,2023-04-02,202956,2023-04-02 00:30:12 UTC,,,,2021-12-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,The Hart Professional Center,800 Hart Road Barrington IL,,Barrington,IL,60010,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,42.162393,-88.15312,2023-04-02,202989,2023-04-02 00:00:28 UTC,,,,2021-11-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$0.00-$5.00/Hr Variable Parking Fee, $0.25/kWh Energy Fee",,,,,,,,,,,,,,,
ELEC,Traffic Control Corporation,10435 Argonne Woods Drive,Front of building / First Parking Spot,Woodridge,IL,60517,,800-663-5633,E,,Public,24 hours daily,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,41.697229,-88.009381,2023-04-02,203027,2023-04-02 00:00:24 UTC,,,,2021-05-29,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.20/kWh Energy Fee,,,,,,,,,,,,,,,
ELEC,"Kohl's Oswego, IL",2500 Walter Payton Memorial Hwy.,,Oswego,IL,60543,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.701423723,-88.307720448,2023-04-02,203052,2023-04-02 01:25:31 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,Woodman's Food Market - Tesla Supercharger,3155 McFarland Road,,Rockford,IL,61114,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.306216,-88.976473,2022-10-03,203256,2022-12-01 17:40:26 UTC,P,,,2021-12-29,,,,,TESLA,US,,,,Public,,public,,,GROCERY,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false,,,,,
ELEC,PARKVIEW STATION 1,19 Oakbrook Center,,Oak Brook,IL,60523,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.847057,-87.959164,2023-04-02,204466,2023-04-02 00:30:39 UTC,,,,2022-01-07,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Eleven33,1133 South Blvd.,Located on the east end of the parking garage.,Oak Park,IL,60302,,800-663-5633,E,,Public,,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,41.886409,-87.804687,2023-04-02,204649,2023-04-02 00:01:28 UTC,,,,2021-12-21,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$1.00/Hr Parking Fee,,,,,,,,,,,,,,,
ELEC,401NMAPARKING 401 N MICHIGAN,150 E Lower North Water St,,Chicago,IL,60611,,888-758-4389,E,,Public,Mon 7:00am - 8:30pm; Tue 7:00am - 8:30pm; Wed 7:00am - 8:30pm; Thu 7:00am - 8:30pm; Fri 7:00am - 8:30pm; Sat 8:00am - 7:30pm,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.889778,-87.623525,2023-04-02,204708,2023-04-02 00:26:55 UTC,,,,2022-01-13,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Anastasia's 3880 Northpoint Blvd,3880 Northpoint Blvd,,Waukegan,IL,60085,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,42.346507339,-87.897309443,2023-04-02,204831,2023-04-02 01:25:24 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,Schaumburg Corners,16 E Golf Road,,Schaumburg,IL,60173,,888-264-2208,E,,Public,Mon 5:00am - 10:59pm; Tue 5:00am - 10:59pm; Wed 5:00am - 10:59pm; Thu 5:00am - 10:59pm; Fri 5:00am - 10:59pm; Sat 5:00am - 10:59pm; Sun 5:00am - 10:59pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,42.051433656,-88.079006019,2023-04-02,204832,2023-04-02 01:25:36 UTC,,,,2022-01-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,PATRICK GROUP VOLVO PARKING 1,1600 E Higgins Rd,,Schaumburg,IL,60173,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.039267,-88.040465,2023-04-02,204914,2023-04-02 00:29:19 UTC,,,,2022-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,BEST WESTERN DG STATION 1,3010 Finley Rd,,Downers Grove,IL,60515,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.832286,-88.026895,2023-04-02,204935,2023-04-02 00:30:43 UTC,,,,2022-01-15,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,INTERPARK 181N DEARBORN 2,181 N Dearborn St,,Chicago,IL,60601,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.885269,-87.629114,2023-04-02,205057,2023-04-02 00:30:13 UTC,,,,2022-01-20,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Parking Lot B unit 2,4201 Medical Center Drive,Right off of parking Lot B,McHenry,IL,60050,,800-663-5633,E,,Public,,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,42.316297,-88.278126,2023-04-02,205111,2023-04-02 00:02:07 UTC,,,,2021-10-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,
ELEC,Stateline Solar,310 W Main St,,Lena,IL,61048,,815-580-3011,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,42.3799595138179,-89.8271532022259,2022-02-10,205165,2022-02-10 19:42:29 UTC,P,,,2021-01-14,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,OTHER,,,,,,,,,,,,,,,,,false,,,,,
ELEC,DQ Grill & Chill Restaurant,200 N Sawyer Rd,,Morrison,IL,61270,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,41.805507926539,-89.9492534634434,2022-02-10,205166,2022-02-10 19:42:29 UTC,P,,,2021-01-14,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,RESTAURANT,,,,,,,,,,,,,,,,,false,,,,,
ELEC,Perry Memorial Hospital,550-562 E Prouty Dr,,Princeton,IL,61356,,,E,,Public - Credit card at all times,24 hours daily,A D Debit M V,,,,,1,,,Non-Networked,,GPS,41.3661437302161,-89.455921799822,2022-02-10,205167,2022-02-10 19:42:29 UTC,P,,,2021-01-14,,,,,J1772,US,,,,Public - Carte de crédit en tout temps,,public,CREDIT_CARD_ALWAYS,,HOSPITAL,,,,,,,,,,,,,,,,,true,,,,,
ELEC,INTERPARK ONTARIO-CLAIR 2,614 N St Clair St,,Chicago,IL,60611,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.89315,-87.62299,2023-04-02,205194,2023-04-02 00:30:06 UTC,,,,2022-01-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Quad Cities International Airport,2200 69th Avenue,,Moline,IL,61265,,800-663-5633,E,,Public,,,,,,,3,,,SemaCharge Network,https://semaconnect.com/,GPS,41.453926,-90.506429,2023-04-02,205246,2023-04-02 00:01:03 UTC,,,,2021-05-18,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,,,,,,,
ELEC,Cityfront Place Garage - Floor 2 Right,400 N. McClurg Court,Located in the 2nd floor of the parking garage to the south of the elevators. This is the charging station on the right side.,Chicago,IL,60611,,800-663-5633,E,,Public,,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,41.889189,-87.618101,2023-04-02,205430,2023-04-02 00:00:27 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.00-$0.20/kWh Variable Energy Fee",,,,,,,,,,,,,,,
ELEC,Cityfront Place Parking Garage - 3rd Floor Left,400 N. McClurg Court,Located in the 3rd floor of the parking garage on the south side of the elevators. This is the left charging station.,Chicago,IL,60611,,800-663-5633,E,,Public,,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,41.889189,-87.618101,2023-04-02,205431,2023-04-02 00:00:27 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.00-$0.20/kWh Variable Energy Fee",,,,,,,,,,,,,,,
ELEC,Cityfront Place Parking Garage - 3rd Floor Right,400 N. McClurg Court,Located in the 3rd floor of the parking garage. This is located to the south of the elevators and it is the right charging station.,Chicago,IL,60611,,800-663-5633,E,,Public,,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,41.889189,-87.618101,2023-04-02,205432,2023-04-02 00:00:27 UTC,,,,2021-12-22,,,,,J1772,US,,,,Public,,public,,,,,,,,,,"$2.00/Hr Parking Fee , $0.00-$0.20/kWh Variable Energy Fee",,,,,,,,,,,,,,,
ELEC,SIERRA1 DC WALLBOX,510 E Norris Dr,,Ottawa,IL,61350,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.35696,-88.83534,2023-04-02,205451,2023-04-02 00:28:43 UTC,,,,2022-01-28,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,1800 Maple Self Park Garage - Tesla Supercharger,1800 Maple Avenue,,Evanston,IL,60201,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,A D Debit M V,,,,,,12,,Tesla,https://www.tesla.com/supercharger,GPS,42.05036,-87.685634,2022-10-03,205811,2022-12-01 17:40:26 UTC,P,,,2022-02-04,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,,false,,,,,
ELEC,CITY OF DEKALB STATION 2,145 N 3rd St,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.930735,-88.751766,2023-04-02,205934,2023-04-02 00:29:45 UTC,,,,2022-02-05,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,TRITON STATION 1,2000 5th Ave. R Building,,River Grove,IL,60171,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.914296,-87.839696,2023-04-02,206167,2023-04-02 00:31:14 UTC,,,,2022-02-11,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,Chicago Ridge Mall,9500 Ridgeland Ave,,Chicago Ridge,IL,60415,,877-455-3833,E,,Public,24 hours daily,,,,,,,6,,eVgo Network,https://www.evgo.com/,GPS,41.7132634,-87.7835516,2023-04-01,206170,2023-04-01 23:56:47 UTC,,,,2022-02-11,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KISHWAUKEE WRD KWRD CHARGER #5,126 Hollister Ave,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.943139,-88.738951,2023-04-02,206420,2023-04-02 00:25:33 UTC,,,,2022-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KISHWAUKEE WRD KWRD CHARGER #6,126 Hollister Ave,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.943151,-88.73898,2023-04-02,206421,2023-04-02 00:25:33 UTC,,,,2022-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,KISHWAUKEE WRD KWRD CHARGER #7,126 Hollister Ave,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.943159,-88.738993,2023-04-02,206422,2023-04-02 00:25:33 UTC,,,,2022-02-16,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IL TOLLWAY BELVIDERE WB,Belvidere Oasis WB,,Belvidere,IL,61008,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.234303,-88.834236,2023-04-02,206896,2023-04-02 00:31:12 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IL TOLLWAY BELVIDERE EB,2502 Pearl St,,Belvidere,IL,61008,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.232944,-88.83488,2023-04-02,206919,2023-04-02 00:31:23 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IL TOLLWAY DEKALB OASIS WB,Dekalb Oasis WB,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.900604,-88.73998,2023-04-02,206921,2023-04-02 00:31:23 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,IL TOLLWAY DEKALB OASIS EB,Dekalb Oasis EB,,DeKalb,IL,60115,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.900433,-88.73834,2023-04-02,206922,2023-04-02 00:31:27 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,GARY LANG - 1 GARYLANG 2,1121 State Rte 31,,McHenry,IL,60050,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,42.311822,-88.280198,2023-04-02,206944,2023-04-02 00:30:51 UTC,,,,2022-02-24,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,D'ARCY HYUNDAI EVDELIVER1,2521 W Jefferson St,,Joliet,IL,60435,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.522861,-88.144847,2023-04-02,207157,2023-04-02 00:30:40 UTC,,,,2022-02-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,D'ARCY HYUNDAI EVSERVICE1,2521 W Jefferson St,,Joliet,IL,60435,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,41.522865,-88.144965,2023-04-02,207158,2023-04-02 00:30:40 UTC,,,,2022-02-26,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
ELEC,"Kohl's Joliet, IL",2510 Route 59,,Plainfield,IL,60586,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.5673625,-88.198741,2023-04-02,207281,2023-04-02 01:26:21 UTC,,,,2022-02-23,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,"Kohl's Stratford Square, IL",6 Stratford Drive,,Bloomingdale,IL,60108,,888-264-2208,E,,Public,Mon 7:00am - 9:00pm; Tue 7:00am - 9:00pm; Wed 7:00am - 9:00pm; Thu 7:00am - 9:00pm; Fri 7:00am - 9:00pm; Sat 7:00am - 9:00pm; Sun 7:00am - 9:00pm,,,,,,2,,,Volta,https://voltacharging.com/,GPS,41.950471,-88.1156915,2023-04-02,207552,2023-04-02 01:25:27 UTC,,,,2022-02-25,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,false,,,,,
ELEC,1000 E Park Ave,1000 E Park Ave,,Libertyville,IL,60048,,866-816-7584,E,,Public,,,,,,,6,,,EV Connect,http://evconnect.com/,GPS,42.282439,-87.936544,2023-04-02,207556,2023-04-02 01:24:25 UTC,,,,2022-03-03,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,,,,,,,
